<big class="word">reverie</big>	<small class="ipa">ˈrɛv(ə)ri</small>	At this moment he was dragged out of his <b>reverie</b> with a violent jerk. 	A state of being pleasantly lost in one's thoughts; a daydream.
<big class="word">incredulous</big>	<small class="ipa">ɪnˈkrɛdjʊləs</small>	In any case, to wear an improper expression on your face (to look <b>incredulous</b> when a victory was announced, for example) was itself a punishable offence. 	(of a person or their manner) unwilling or unable to believe something.
<big class="word">inextricably</big>	<small class="ipa">ɪnɪkˈstrɪkəbli</small>	In his mind the smell of it was <b>inextricably</b> mixed up with fornication. 	In a way that is impossible to disentangle or separate.
<big class="word">Consorting</big>	<small class="ipa">Error: Page not found</small>	<b>Consorting</b> with prostitutes was forbidden, of course, but it was one of those rules that you could occasionally nerve yourself to break. 	Error: Page not found
<big class="word">aquiline</big>	<small class="ipa">ˈakwɪlʌɪn</small>	She had a bold, <b>aquiline</b> face, a face that one might have called noble until one discovered that there was as nearly as possible nothing behind it. 	Like an eagle.
<big class="word">borne</big>	<small class="ipa">bɔːn</small>	But even then he could have <b>borne</b> living with her if it had been agreed that they should remain celibate. 	Carried or transported by the thing specified.
<big class="word">scuffles</big>	<small class="ipa">ˈskʌf(ə)l</small>	Why could he not have a woman of his own instead of these filthy <b>scuffles</b> at intervals of years? 	A short, confused fight or struggle at close quarters.
<big class="word">impregnable</big>	<small class="ipa">ɪmˈprɛɡnəb(ə)l</small>	They were all <b>impregnable</b>, as the Party intended that they should be. 	(of a fortified position) unable to be captured or broken into.
<big class="word">virtue</big>	<small class="ipa">ˈvəːtʃuː</small>	And what he wanted, more even than to be loved, was to break down that wall of <b>virtue</b>, even if it were only once in his whole life. 	Behaviour showing high moral standards.
<big class="word">paraffin</big>	<small class="ipa">ˈparəfɪn</small>	When I saw her in the light— After the darkness the feeble light of the <b>paraffin</b> lamp had seemed very bright. 	old-fashioned term for alkane
<big class="word">racketeers</big>	<small class="ipa">rakɪˈtɪə</small>	There was a vast amount of criminality in London, a whole world-within-a-world of thieves, bandits, prostitutes, drug-peddlers, and <b>racketeers</b> of every description; but since it all happened among the proles themselves, it was of no importance. 	A person who engages in dishonest and fraudulent business dealings.
<big class="word">puritanism</big>	<small class="ipa">ˈpjʊərɪtənɪz(ə)m</small>	The sexual <b>puritanism</b> of the Party was not imposed upon them. 	Error: Definition not found
<big class="word">ermine</big>	<small class="ipa">ˈəːmɪn</small>	There would be mention of the bishops in their lawn sleeves, the judges in their <b>ermine</b> robes, the pillory, the stocks, the treadmill, the cat-o’-nine tails, the Lord Mayor’s Banquet, and the practice of kissing the Pope’s toe. 	A stoat, especially when in its white winter coat.
<big class="word">pillory</big>	<small class="ipa">ˈpɪləri</small>	There would be mention of the bishops in their lawn sleeves, the judges in their ermine robes, the <b>pillory</b>, the stocks, the treadmill, the cat-o’-nine tails, the Lord Mayor’s Banquet, and the practice of kissing the Pope’s toe. 	A wooden framework with holes for the head and hands, in which offenders were formerly imprisoned and exposed to public abuse.
<big class="word">cadging</big>	<small class="ipa">kadʒ</small>	Great areas of it, even for a Party member, were neutral and non-political, a matter of slogging through dreary jobs, fighting for a place on the Tube, darning a worn-out sock, <b>cadging</b> a saccharine tablet, saving a cigarette end. 	Ask for or obtain (something to which one is not strictly entitled)
<big class="word">persecuting</big>	<small class="ipa">ˈpəːsɪkjuːt</small>	The ideal set up by the Party was something huge, terrible, and glittering—a world of steel and concrete, of monstrous machines and terrifying weapons—a nation of warriors and fanatics, marching forward in perfect unity, all thinking the same thoughts and shouting the same slogans, perpetually working, fighting, triumphing, <b>persecuting</b>—three hundred million people all with the same face. 	Subject (someone) to hostility and ill-treatment, especially because of their race or political or religious beliefs.
<big class="word">sinecures</big>	<small class="ipa">ˈsʌɪnɪkjʊə</small>	After confessing to these things they had been pardoned, reinstated in the Party, and given posts which were in fact <b>sinecures</b> but which sounded important. 	A position requiring little or no work but giving the holder status or financial benefit.
<big class="word">tenements</big>	<small class="ipa">ˈtɛnəm(ə)nt</small>	Always they were a rehashing of the ancient themes—slum <b>tenements</b>, starving children, street battles, capitalists in top hats—even on the barricades the capitalists still seemed to cling to their top hats an endless, hopeless effort to get back into the past. 	(especially in Scotland or the US) a room or a set of rooms forming a separate residence within a house or block of flats.
<big class="word">braying</big>	<small class="ipa">breɪ</small>	It was a peculiar, cracked, <b>braying</b>, jeering note: in his mind Winston called it a yellow note. 	The loud, harsh cry of a donkey or mule.
<big class="word">imposture</big>	<small class="ipa">ɪmˈpɒstʃə</small>	What most afflicted him with the sense of nightmare was that he had never clearly understood why the huge <b>imposture</b> was undertaken. 	An instance of pretending to be someone else in order to deceive others.
<big class="word">frontispiece</big>	<small class="ipa">ˈfrʌntɪspiːs</small>	He picked up the children’s history book and looked at the portrait of Big Brother which formed its <b>frontispiece</b>. 	An illustration facing the title page of a book.
<big class="word">poignant</big>	<small class="ipa">ˈpɔɪnjənt</small>	It is particularly <b>poignant</b> that this happened during Holy Week," he wrote on Facebook. 	Evoking a keen sense of sadness or regret.
<big class="word">balminess</big>	<small class="ipa">ˈbɑːmɪnəs</small>	But this evening as he came out of the Ministry the <b>balminess</b> of the April air had tempted him. 	Error: Definition not found
<big class="word">splayed</big>	<small class="ipa">spleɪ</small>	In and out of the dark doorways, and down narrow alley-ways that branched off on either side, people swarmed in astonishing numbers—girls in full bloom, with crudely lipsticked mouths, and youths who chased the girls, and swollen waddling women who showed you what the girls would be like in ten years’ time, and old bent creatures shuffling along on <b>splayed</b> feet, and ragged barefooted children who played in the puddles and then scattered at angry yells from their mothers. 	Thrust or spread (things, especially limbs or fingers) out and apart.
<big class="word">concertina</big>	<small class="ipa">ˌkɒnsəˈtiːnə</small>	At the same instant a man in a <b>concertina</b>-like black suit, who had emerged from a side alley, ran towards Winston, pointing excitedly to the sky. 	A small musical instrument played by stretching and squeezing a central bellows between the hands to blow air over reeds, each note being sounded by a button.
<big class="word">folly</big>	<small class="ipa">ˈfɒli</small>	It was their delight, their <b>folly</b>, their anodyne, their intellectual stimulant. 	Lack of good sense; foolishness.
<big class="word">anodyne</big>	<small class="ipa">ˈanədʌɪn</small>	It was their delight, their folly, their <b>anodyne</b>, their intellectual stimulant. 	Not likely to cause offence or disagreement and somewhat dull.
<big class="word">arst</big>	<small class="ipa">Error: Page not found</small>	“I <b>arst</b> you civil enough, didn’t I?” 	Error: Page not found
<big class="word">pugnaciously</big>	<small class="ipa">pʌɡˈneɪʃəsli</small>	said the old man, straightening his shoulders <b>pugnaciously</b>. 	Error: Definition not found
<big class="word">lackeys</big>	<small class="ipa">ˈlaki</small>	Every capitalist went about with a gang of <b>lackeys</b> who—” The old man brightened again. 	A servant, especially a liveried footman or manservant.
<big class="word">bourgeoisie</big>	<small class="ipa">ˌbʊəʒwɑːˈziː</small>	‘Lackeys of the <b>bourgeoisie</b>! 	The middle class, typically with reference to its perceived materialistic values or conventional attitudes.
<big class="word">proprietor</big>	<small class="ipa">prəˈprʌɪətə</small>	The <b>proprietor</b> had just lighted a hanging oil lamp which gave off an unclean but friendly smell. 	The owner of a business, or a holder of property.
<big class="word">fussy</big>	<small class="ipa">ˈfʌsi</small>	His spectacles, his gentle, <b>fussy</b> movements, and the fact that he was wearing an aged jacket of black velvet, gave him a vague air of intellectuality, as though he had been some kind of literary man, or perhaps a musician. 	Fastidious about one's needs or requirements; hard to please.
<big class="word">tarnished</big>	<small class="ipa">ˈtɑːnɪʃ</small>	In the window there were trays of nuts and bolts, worn-out chisels, penknives with broken blades, <b>tarnished</b> watches that did not even pretend to be in going order, and other miscellaneous rubbish. 	Lose or cause to lose lustre, especially as a result of exposure to air or moisture.
<big class="word">lacquered</big>	<small class="ipa">ˈlakə</small>	Only on a small table in the corner was there a litter of odds and ends—<b>lacquered</b> snuffboxes, agate brooches, and the like—which looked as though they might include something interesting. 	A liquid made of shellac dissolved in alcohol, or of synthetic substances, that dries to form a hard protective coating for wood, metal, etc.
<big class="word">snuffboxes</big>	<small class="ipa">ˈsnʌfbɒks</small>	Only on a small table in the corner was there a litter of odds and ends—lacquered <b>snuffboxes</b>, agate brooches, and the like—which looked as though they might include something interesting. 	A small ornamental box for holding snuff.
<big class="word">agate</big>	<small class="ipa">ˈaɡət</small>	Only on a small table in the corner was there a litter of odds and ends—lacquered snuffboxes, <b>agate</b> brooches, and the like—which looked as though they might include something interesting. 	An ornamental stone consisting of a hard variety of chalcedony (quartz), typically banded in appearance.
<big class="word">brooches</big>	<small class="ipa">brəʊtʃ</small>	Only on a small table in the corner was there a litter of odds and ends—lacquered snuffboxes, agate <b>brooches</b>, and the like—which looked as though they might include something interesting. 	An ornament fastened to clothing with a hinged pin and catch.
<big class="word">slatternly</big>	<small class="ipa">ˈslat(ə)nli</small>	There was a strip of carpet on the floor, a picture or two on the walls, and a deep, <b>slatternly</b> arm-chair drawn up to the fireplace. 	(of a woman or her appearance) dirty and untidy.
<big class="word">mantelpiece</big>	<small class="ipa">ˈmant(ə)lpiːs</small>	An old-fashioned glass clock with a twelve-hour face was ticking away on the <b>mantelpiece</b>. 	A structure of wood, marble, or stone above and around a fireplace.
<big class="word">mahogany</big>	<small class="ipa">məˈhɒɡəni</small>	Now that’s a beautiful <b>mahogany</b> bed, or at least it would be if you could get the bugs out of it. 	Hard reddish-brown timber from a tropical tree, used for quality furniture.
<big class="word">fender</big>	<small class="ipa">ˈfɛndə</small>	It seemed to him that he knew exactly what it felt like to sit in a room like this, in an arm-chair beside an open fire with your feet in the <b>fender</b> and a kettle on the hob; utterly alone, utterly secure, with nobody watching you, no voice pursuing you, no sound except the singing of the kettle and the friendly ticking of the clock. 	A low frame bordering a fireplace to prevent burning coals from falling out.
<big class="word">gravitated</big>	<small class="ipa">ˈɡravɪteɪt</small>	There was a small bookcase in the other corner, and Winston had already <b>gravitated</b> towards it. 	Move towards or be attracted to a person or thing.
<big class="word">hob</big>	<small class="ipa">hɒb</small>	It seemed to him that he knew exactly what it felt like to sit in a room like this, in an arm-chair beside an open fire with your feet in the fender and a kettle on the <b>hob</b>; utterly alone, utterly secure, with nobody watching you, no voice pursuing you, no sound except the singing of the kettle and the friendly ticking of the clock. 	A cooking appliance, or the flat top part of a cooker, with hotplates or burners.
<big class="word">incongruous</big>	<small class="ipa">ɪnˈkɒŋɡrʊəs</small>	It would have been an even more <b>incongruous</b> possession than the glass paperweight, and impossible to carry home, unless it were taken out of its frame. 	Not in harmony or keeping with the surroundings or other aspects of something.
<big class="word">reconnoitering</big>	<small class="ipa">ˌrɛkəˈnɔɪtə</small>	He got away from Mr Charrington and went down the stairs alone, so as not to let the old man see him <b>reconnoitering</b> the street before stepping out of the door. 	Make a military observation of (a region)
<big class="word">shirking</big>	<small class="ipa">ʃəːk</small>	It was perhaps not more dangerous than <b>shirking</b> an evening at the Centre. 	Avoid or neglect (a duty or responsibility)
<big class="word">exaltation</big>	<small class="ipa">ɛɡzɔːlˈteɪʃ(ə)n</small>	For perhaps five seconds <b>exaltation</b> made him careless, and he stepped out on to the pavement without so much as a preliminary glance through the window. 	A feeling or state of extreme happiness.
<big class="word">lusty</big>	<small class="ipa">ˈlʌsti</small>	Besides, she was young and <b>lusty</b> and would defend herself. 	Healthy and strong; full of vigour.
<big class="word">alibi</big>	<small class="ipa">ˈalɪbʌɪ</small>	He thought also of hurrying to the Community Centre and staying there till the place closed, so as to establish a partial <b>alibi</b> for the evening. 	A claim or piece of evidence that one was elsewhere when an act, typically a criminal one, is alleged to have taken place.
<big class="word">lassitude</big>	<small class="ipa">ˈlasɪtjuːd</small>	A deadly <b>lassitude</b> had taken hold of him. 	A state of physical or mental weariness; lack of energy.
<big class="word">brassy</big>	<small class="ipa">ˈbrɑːsi</small>	From the telescreen a <b>brassy</b> female voice was squalling a patriotic song. 	Resembling brass in colour.
<big class="word">squalling</big>	<small class="ipa">skwɔːl</small>	From the telescreen a brassy female voice was <b>squalling</b> a patriotic song. 	A sudden violent gust of wind or localized storm, especially one bringing rain, snow, or sleet.
<big class="word">groveling</big>	<small class="ipa">ˈɡrävəliNG</small>	But before death (nobody spoke of such things, yet everybody knew of them) there was the routine of confession that had to be gone through: the <b>groveling</b> on the floor and screaming for mercy, the crack of broken bones, the smashed teeth and bloody clots of hair. 	Acting obsequiously in order to obtain forgiveness or favor.
<big class="word">tang</big>	<small class="ipa">taŋ</small>	He had hoped to be alone for a little while during the lunch hour, but as bad luck would have it the imbecile Parsons flopped down beside him, the <b>tang</b> of his sweat almost defeating the tinny smell of stew, and kept up a stream of talk about the preparations for Hate Week. 	A strong taste, flavour, or smell.
<big class="word">mâché</big>	<small class="ipa">Error: Page not found</small>	He was particularly enthusiastic about a papier-<b>mâché</b> model of Big Brother’s head, two metres wide, which was being made for the occasion by his daughter’s troop of Spies. 	Error: Page not found
<big class="word">fatuous</big>	<small class="ipa">ˈfatjʊəs</small>	The irritating thing was that in the racket of voices Winston could hardly hear what Parsons was saying, and was constantly having to ask for some <b>fatuous</b> remark to be repeated. 	Silly and pointless.
<big class="word">writhed</big>	<small class="ipa">rʌɪð</small>	His soul <b>writhed</b> with boredom, but for once he had had no impulse to shirk his evening at the Centre. 	Make twisting, squirming movements or contortions of the body.
<big class="word">pediment</big>	<small class="ipa">ˈpɛdɪm(ə)nt</small>	There were telescreens all round the <b>pediment</b>. 	The triangular upper part of the front of a classical building, typically surmounting a portico.
<big class="word">scrimmage</big>	<small class="ipa">ˈskrɪmɪdʒ</small>	Winston, at normal times the kind of person who gravitates to the outer edge of any kind of <b>scrimmage</b>, shoved, butted, squirmed his way forward into the heart of the crowd. 	A confused struggle or fight.
<big class="word">boughs</big>	<small class="ipa">baʊ</small>	Chapter 2 * * * * * * * Winston picked his way up the lane through dappled light and shade, stepping out into pools of gold wherever the <b>boughs</b> parted. 	A main branch of a tree.
<big class="word">etiolated</big>	<small class="ipa">ˈiːtɪəˌleɪtɪd</small>	Already on the walk from the station the May sunshine had made him feel dirty and <b>etiolated</b>, a creature of indoors, with the sooty dust of London in the pores of his skin. 	(of a plant) pale and drawn out due to a lack of light.
<big class="word">knoll</big>	<small class="ipa">nəʊl</small>	When Winston followed her, he found that they were in a natural clearing, a tiny grassy <b>knoll</b> surrounded by tall saplings that shut it in completely. 	A small hill or mound.
<big class="word">thrush</big>	<small class="ipa">θrʌʃ</small>	A <b>thrush</b> had alighted on a bough not five metres away, almost at the level of their faces. 	A small or medium-sized songbird, typically having a brown back, spotted breast, and loud song.
<big class="word">obeisance</big>	<small class="ipa">ə(ʊ)ˈbeɪs(ə)ns</small>	It spread out its wings, fitted them carefully into place again, ducked its head for a moment, as though making a sort of <b>obeisance</b> to the sun, and then began to pour forth a torrent of song. 	Deferential respect.
<big class="word">virtuosity</big>	<small class="ipa">ˌvəːtʃʊˈɒsɪti</small>	The music went on and on, minute after minute, with astonishing variations, never once repeating itself, almost as though the bird were deliberately showing off its <b>virtuosity</b>. 	Great skill in music or another artistic pursuit.
<big class="word">iniquity</big>	<small class="ipa">ɪˈnɪkwɪti</small>	Who knew, perhaps the Party was rotten under the surface, its cult of strenuousness and self-denial simply a sham concealing <b>iniquity</b>. 	Immoral or grossly unfair behaviour.
<big class="word">leprosy</big>	<small class="ipa">ˈlɛprəsi</small>	If he could have infected the whole lot of them with <b>leprosy</b> or syphilis, how gladly he would have done so! 	A contagious disease that affects the skin, mucous membranes, and nerves, causing discoloration and lumps on the skin and, in severe cases, disfigurement and deformities. Leprosy is now mainly confined to tropical Africa and Asia.
<big class="word">belfry</big>	<small class="ipa">ˈbɛlfri</small>	That was in another hiding-place known to Julia, the <b>belfry</b> of a ruinous church in an almost-deserted stretch of country where an atomic bomb had fallen thirty years earlier. 	The part of a bell tower or steeple in which bells are housed.
<big class="word">parenthetically</big>	<small class="ipa">par(ə)nˈθɛtɪk(ə)li</small>	she said <b>parenthetically</b>), and she worked, as he had guessed, on the novel-writing machines in the Fiction Department. 	Error: Definition not found
<big class="word">proletarian</big>	<small class="ipa">ˌprəʊlɪˈtɛːrɪən</small>	There she had remained for a year, helping to produce booklets in sealed packets with titles like “Spanking Stories” or “One Night in a Girls’ School”, to be bought furtively by <b>proletarian</b> youths who were under the impression that they were buying something illegal. 	Relating to the proletariat.
<big class="word">ghastly</big>	<small class="ipa">ˈɡɑːs(t)li</small>	“Oh, <b>ghastly</b> rubbish. 	Causing great horror or fear.
<big class="word">acuteness</big>	<small class="ipa">əˈkjuːtnəs</small>	As soon as this was touched upon in any way she was capable of great <b>acuteness</b>. 	Error: Definition not found
<big class="word">puritanism</big>	<small class="ipa">ˈpjʊərɪtənɪz(ə)m</small>	Unlike Winston, she had grasped the inner meaning of the Party’s sexual <b>puritanism</b>. 	Error: Definition not found
<big class="word">privation</big>	<small class="ipa">prʌɪˈveɪʃ(ə)n</small>	What was more important was that sexual <b>privation</b> induced hysteria, which was desirable because it could be transformed into war-fever and leader-worship. 	A state in which food and other essentials for well-being are lacking.
<big class="word">quarry</big>	<small class="ipa">ˈkwɒri</small>	They had only lagged behind the others for a couple of minutes, but they took a wrong turning, and presently found themselves pulled up short by the edge of an old chalk <b>quarry</b>. 	A place, typically a large, deep pit, from which stone or other materials are or have been extracted.
<big class="word">loosestrife</big>	<small class="ipa">ˈluːsˌstrʌɪf</small>	But at this moment Winston noticed some tufts of <b>loosestrife</b> growing in the cracks of the cliff beneath them. 	Any of a number of tall plants which bear upright spikes of flowers and grow by water and in wet ground.
<big class="word">dissent</big>	<small class="ipa">dɪˈsɛnt</small>	He felt her shoulders give a wriggle of <b>dissent</b>. 	The holding or expression of opinions at variance with those commonly or officially held.
<big class="word">prosaically</big>	<small class="ipa">prə(ʊ)ˈzeɪɪk(ə)li</small>	“We’re not dead yet,” said Julia <b>prosaically</b>. 	Error: Definition not found
<big class="word">gratuitous</big>	<small class="ipa">ɡrəˈtjuːɪtəs</small>	Folly, folly, his heart kept saying: conscious, <b>gratuitous</b>, suicidal folly. 	Done without good reason; uncalled for.
<big class="word">muslin</big>	<small class="ipa">ˈmʌzlɪn</small>	Winston peeped out, secure in the protection of the <b>muslin</b> curtain. 	Lightweight cotton cloth in a plain weave.
<big class="word">contralto</big>	<small class="ipa">kənˈtraltəʊ</small>	Whenever her mouth was not corked with clothes pegs she was singing in a powerful <b>contralto</b>: “It was only an ’opeless fancy. 	The lowest female singing voice.
<big class="word">emanation</big>	<small class="ipa">ɛməˈneɪʃ(ə)n</small>	The smell was already filling the room, a rich hot smell which seemed like an <b>emanation</b> from his early childhood, but which one did occasionally meet with even now, blowing down a passage-way before a door slammed, or diffusing itself mysteriously in a crowded street, sniffed for an instant and then lost again. 	Something which originates or issues from a source.
<big class="word">driveling</big>	<small class="ipa">ˈdrɪv(ə)l</small>	She knew the whole <b>driveling</b> song by heart, it seemed. 	Nonsense.
<big class="word">proletarian</big>	<small class="ipa">ˌprəʊlɪˈtɛːrɪən</small>	She must have slipped into some shop in the <b>proletarian</b> quarters and bought herself a complete set of make-up materials. 	Relating to the proletariat.
<big class="word">frock</big>	<small class="ipa">frɒk</small>	I’m going to get hold of a real woman’s <b>frock</b> from somewhere and wear it instead of these bloody trousers. 	A woman's or girl's dress.
<big class="word">wainscoting</big>	<small class="ipa">ˈweɪnskɒtɪŋ</small>	I saw him stick his beastly nose out of the <b>wainscoting</b>. 	Wooden panelling that lines the lower part of the walls of a room.
<big class="word">effigies</big>	<small class="ipa">ˈɛfɪdʒi</small>	Processions, meetings, military parades, lectures, waxworks, displays, film shows, telescreen programs all had to be organized; stands had to be erected, <b>effigies</b> built, slogans coined, songs written, rumours circulated, photographs faked. 	A sculpture or model of a person.
<big class="word">embellishing</big>	<small class="ipa">ɪmˈbɛlɪʃ</small>	Winston, in addition to his regular work, spent long periods every day in going through back files of ‘The Times’ and altering and <b>embellishing</b> news items which were to be quoted in speeches. 	Make (something) more attractive by the addition of decorative details or features.
<big class="word">febrile</big>	<small class="ipa">ˈfiːbrʌɪl</small>	Late at night, when crowds of rowdy proles roamed the streets, the town had a curiously <b>febrile</b> air. 	Having or showing the symptoms of a fever.
<big class="word">flagstaffs</big>	<small class="ipa">ˈflaɡstɑːf</small>	Squads of volunteers, organized by Parsons, were preparing the street for Hate Week, stitching banners, painting posters, erecting <b>flagstaffs</b> on the roofs, and perilously slinging wires across the street for the reception of streamers. 	Error: Definition not found
<big class="word">streamers</big>	<small class="ipa">ˈstriːmə</small>	Squads of volunteers, organized by Parsons, were preparing the street for Hate Week, stitching banners, painting posters, erecting flagstaffs on the roofs, and perilously slinging wires across the street for the reception of <b>streamers</b>. 	A long, narrow strip of material used as a decoration or symbol.
<big class="word">bunting</big>	<small class="ipa">ˈbʌntɪŋ</small>	Parsons boasted that Victory Mansions alone would display four hundred metres of <b>bunting</b>. 	An Old World seed-eating songbird related to the finches, typically having brown streaked plumage and a boldly marked head.
<big class="word">indignation</big>	<small class="ipa">ɪndɪɡˈneɪʃ(ə)n</small>	The whole population of the neighbourhood turned out for a long, trailing funeral which went on for hours and was in effect an <b>indignation</b> meeting. 	Anger or annoyance provoked by what is perceived as unfair treatment.
<big class="word">gramophone</big>	<small class="ipa">ˈɡraməfəʊn</small>	He led a ghostlike existence between the tiny, dark shop, and an even tinier back kitchen where he prepared his meals and which contained, among other things, an unbelievably ancient <b>gramophone</b> with an enormous horn. 	Error: Definition not found
<big class="word">pinchbeck</big>	<small class="ipa">ˈpɪn(t)ʃbɛk</small>	With a sort of faded enthusiasm he would finger this scrap of rubbish or that—a china bottle-stopper, the painted lid of a broken snuffbox, a <b>pinchbeck</b> locket containing a strand of some long-dead baby’s hair—never asking that Winston should buy it, merely that he should admire it. 	An alloy of copper and zinc resembling gold, used in watchmaking and cheap jewellery.
<big class="word">locket</big>	<small class="ipa">ˈlɒkɪt</small>	With a sort of faded enthusiasm he would finger this scrap of rubbish or that—a china bottle-stopper, the painted lid of a broken snuffbox, a pinchbeck <b>locket</b> containing a strand of some long-dead baby’s hair—never asking that Winston should buy it, merely that he should admire it. 	A small ornamental case, typically made of gold or silver, worn round a person's neck on a chain and used to hold things of sentimental value, such as a photograph or lock of hair.
<big class="word">sanctuary</big>	<small class="ipa">ˈsaŋ(k)tjʊəri</small>	Getting there was difficult and dangerous, but the room itself was <b>sanctuary</b>. 	Refuge or safety from pursuit, persecution, or other danger.
<big class="word">impudent</big>	<small class="ipa">ˈɪmpjʊd(ə)nt</small>	Sometimes he talked to her of the Records Department and the <b>impudent</b> forgeries that he committed there. 	Not showing due respect for another person; impertinent.
<big class="word">cinders</big>	<small class="ipa">ˈsɪndə</small>	He remembered long afternoons spent with other boys in scrounging round dustbins and rubbish heaps, picking out the ribs of cabbage leaves, potato peelings, sometimes even scraps of stale breadcrust from which they carefully scraped away the <b>cinders</b>; and also in waiting for the passing of trucks which travelled over a certain route and were known to carry cattle feed, and which, when they jolted over the bad patches in the road, sometimes spilt a few fragments of oil-cake. 	A small piece of partly burnt coal or wood that has stopped giving off flames but still has combustible matter in it.
<big class="word">superfluous</big>	<small class="ipa">suːˈpəːflʊəs</small>	She did everything that was needed—cooked, washed, mended, made the bed, swept the floor, dusted the mantelpiece—always very slowly and with a curious lack of <b>superfluous</b> motion, like an artist’s lay-figure moving of its own accord. 	Unnecessary, especially through being more than enough.
<big class="word">ailing</big>	<small class="ipa">ˈeɪlɪŋ</small>	For hours at a time she would sit almost immobile on the bed, nursing his young sister, a tiny, <b>ailing</b>, very silent child of two or three, with a face made simian by thinness. 	In poor health.
<big class="word">simian</big>	<small class="ipa">ˈsɪmɪən</small>	For hours at a time she would sit almost immobile on the bed, nursing his young sister, a tiny, ailing, very silent child of two or three, with a face made <b>simian</b> by thinness. 	Relating to or affecting apes or monkeys.
<big class="word">sniveling</big>	<small class="ipa">ˈsniv(ə)liNG</small>	He would ask his mother naggingly, over and over again, why there was not more food, he would shout and storm at her (he even remembered the tones of his voice, which was beginning to break prematurely and sometimes boomed in a peculiar way), or he would attempt a <b>sniveling</b> note of pathos in his efforts to get more than his share. 	The action of crying and sniffing in a feeble or fretful way.
<big class="word">pathos</big>	<small class="ipa">ˈpeɪθɒs</small>	He would ask his mother naggingly, over and over again, why there was not more food, he would shout and storm at her (he even remembered the tones of his voice, which was beginning to break prematurely and sometimes boomed in a peculiar way), or he would attempt a sniveling note of <b>pathos</b> in his efforts to get more than his share. 	A quality that evokes pity or sadness.
<big class="word">beseech</big>	<small class="ipa">bɪˈsiːtʃ</small>	At every meal she would <b>beseech</b> him not to be selfish and to remember that his little sister was sick and also needed food, but it was no use. 	Ask (someone) urgently and fervently to do something; implore; entreat.
<big class="word">remonstrances</big>	<small class="ipa">rɪˈmɒnstr(ə)ns</small>	There was a long, nagging argument that went round and round, with shouts, whines, tears, <b>remonstrances</b>, bargainings. 	A forcefully reproachful protest.
<big class="word">downhearted</big>	<small class="ipa">daʊnˈhɑːtɪd</small>	And don’t be too <b>downhearted</b>. 	Discouraged; in low spirits.
<big class="word">wainscoting</big>	<small class="ipa">ˈweɪnskɒtɪŋ</small>	The passage down which he led them was softly carpeted, with cream-papered walls and white <b>wainscoting</b>, all exquisitely clean. 	Wooden panelling that lines the lower part of the walls of a room.
<big class="word">decanter</big>	<small class="ipa">dɪˈkantə</small>	Winston saw that he was carrying a tray with a <b>decanter</b> and glasses. 	A stoppered glass container into which wine or spirit is decanted.
<big class="word">valet</big>	<small class="ipa">ˈvalɪt</small>	The little man sat down, quite at his ease, and yet still with a servant-like air, the air of a <b>valet</b> enjoying a privilege. 	A man's personal male attendant, who is responsible for his clothes and appearance.
<big class="word">catechism</big>	<small class="ipa">ˈkatɪkɪz(ə)m</small>	He began asking his questions in a low, expressionless voice, as though this were a routine, a sort of <b>catechism</b>, most of whose answers were known to him already. 	A summary of the principles of Christian religion in the form of questions and answers, used for religious instruction.
<big class="word">assent</big>	<small class="ipa">əˈsɛnt</small>	She murmured something that seemed to be <b>assent</b>. 	The expression of approval or agreement.
<big class="word">persiflage</big>	<small class="ipa">ˈpəːsɪflɑːʒ</small>	When he spoke of murder, suicide, venereal disease, amputated limbs, and altered faces, it was with a faint air of <b>persiflage</b>. 	Light and slightly contemptuous mockery or banter.
<big class="word">stratagem</big>	<small class="ipa">ˈstratədʒəm</small>	There was no <b>stratagem</b> that he was not equal to, no danger that he could not foresee. 	A plan or scheme, especially one used to outwit an opponent or achieve an end.
<big class="word">allusion</big>	<small class="ipa">əˈluːʒ(ə)n</small>	“In the place where there is no darkness,” he said, as though he had recognized the <b>allusion</b>. 	An expression designed to call something to mind without mentioning it explicitly; an indirect or passing reference.
<big class="word">gelatinous</big>	<small class="ipa">dʒɪˈlatɪnəs</small>	Chapter 9 * * * * * * * Winston was <b>gelatinous</b> with fatigue. 	Having the consistency of jelly.
<big class="word">fretted</big>	<small class="ipa">frɛt</small>	His overalls <b>fretted</b> his shoulders, the pavement tickled his feet, even the opening and closing of a hand was an effort that made his joints creak. 	Be constantly or visibly anxious.
<big class="word">lank</big>	<small class="ipa">laŋk</small>	On a scarlet-draped platform an orator of the Inner Party, a small lean man with disproportionately long arms and a large bald skull over which a few <b>lank</b> locks straggled, was haranguing the crowd. 	(of hair) long, limp, and straight.
<big class="word">voluptuous</big>	<small class="ipa">vəˈlʌptjʊəs</small>	With a sort of <b>voluptuous</b> creaking in his joints he climbed the stair above Mr Charrington’s shop. 	(of a woman) curvaceous and sexually attractive.
<big class="word">COLLECTIVISM</big>	<small class="ipa">kəˈlɛktɪvɪz(ə)m</small>	The inscription on the title-page ran: THE THEORY AND PRACTICE OF OLIGARCHICAL <b>COLLECTIVISM</b> by Emmanuel Goldstein [Winston began reading:] Chapter 1. 	The practice or principle of giving a group priority over each individual in it.
